Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PH,PD,PA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA
Brazil,Serie A,2019,29/09/2019,15:00,Corinthians,Vasco,1,0,H,1.77,3.47,5.46,1.9,3.47,5.8,1.79,3.3,4.92
Brazil,Serie A,2019,29/09/2019,20:00,Fluminense,Gremio,2,1,H,2.3,3.31,3.36,2.3,3.38,3.4,2.22,3.24,3.23
Brazil,Serie A,2019,29/09/2019,20:00,Internacional,Palmeiras,1,1,D,3.25,3.03,2.52,3.45,3.1,2.56,3.17,2.94,2.44
Brazil,Serie A,2019,29/09/2019,20:00,Santos,CSA,2,0,H,1.2,6.85,15.57,1.21,7,26,1.19,6.42,14.74
Brazil,Serie A,2019,29/09/2019,23:00,Athletico-PR,Chapecoense-SC,1,1,D,1.27,5.95,11.32,1.3,5.95,13,1.27,5.36,10.82
Brazil,Serie A,2019,29/09/2019,23:00,Atletico-MG,Ceara,2,1,H,1.58,3.94,6.47,1.64,4,6.47,1.58,3.82,5.81
Brazil,Serie A,2019,01/10/2019,00:00,Avai,Bahia,0,2,A,3.19,2.98,2.59,3.3,3,2.68,3.08,2.88,2.53
Brazil,Serie A,2019,01/10/2019,00:00,Fortaleza,Botafogo RJ,1,0,H,1.81,3.67,4.74,1.87,3.75,4.9,1.8,3.51,4.47
Brazil,Serie A,2019,01/10/2019,00:00,Goias,Cruzeiro,1,0,H,3.09,3.02,2.64,3.1,3.1,2.7,2.92,2.97,2.58
Brazil,Serie A,2019,02/10/2019,23:15,Atletico-MG,Vasco,1,2,A,1.81,3.5,5.09,1.82,3.65,5.3,1.77,3.47,4.72
Brazil,Serie A,2019,02/10/2019,23:15,Chapecoense-SC,Corinthians,0,1,A,4.22,3.1,2.1,4.4,3.2,2.15,3.99,2.99,2.07
Brazil,Serie A,2019,05/10/2019,21:00,Sao Paulo,Fortaleza,2,1,H,1.47,4.3,7.9,1.5,4.33,8.2,1.46,4.17,7.14
Brazil,Serie A,2019,05/10/2019,21:00,Vasco,Santos,0,1,A,2.58,3.22,2.97,2.6,3.22,3.2,2.51,3.11,2.9
Brazil,Serie A,2019,05/10/2019,23:00,Bahia,Athletico-PR,1,2,A,2.19,3.31,3.61,2.19,3.32,3.85,2.14,3.19,3.54
Brazil,Serie A,2019,05/10/2019,23:00,Gremio,Corinthians,0,0,D,1.76,3.39,5.76,1.9,3.5,5.76,1.73,3.35,5.23
Brazil,Serie A,2019,06/10/2019,01:00,Cruzeiro,Internacional,1,1,D,2.66,2.98,3.09,2.74,3.07,3.2,2.52,2.93,3.06
Brazil,Serie A,2019,06/10/2019,15:00,Chapecoense-SC,Flamengo RJ,0,1,A,6.19,3.92,1.61,7,3.95,1.65,5.94,3.78,1.58
Brazil,Serie A,2019,06/10/2019,20:00,Botafogo RJ,Fluminense,0,1,A,3.03,3.14,2.59,3.1,3.15,2.59,2.97,3.04,2.5
Brazil,Serie A,2019,06/10/2019,20:00,Ceara,Goias,0,1,A,1.61,3.86,6.25,1.67,3.86,6.5,1.62,3.67,5.8
Brazil,Serie A,2019,06/10/2019,20:00,Palmeiras,Atletico-MG,1,1,D,1.41,4.44,9.58,1.43,4.6,9.58,1.4,4.35,8.2
Brazil,Serie A,2019,06/10/2019,23:00,CSA,Avai,3,1,H,2.54,2.9,3.38,2.58,2.95,3.4,2.44,2.85,3.28
Brazil,Serie A,2019,09/10/2019,23:15,Botafogo RJ,Goias,3,1,H,2.14,3.33,3.74,2.15,3.35,3.85,2.08,3.22,3.64
Brazil,Serie A,2019,09/10/2019,23:15,CSA,Internacional,1,0,H,5.3,3.34,1.83,5.4,3.5,1.85,4.92,3.28,1.79
Brazil,Serie A,2019,10/10/2019,00:30,Fortaleza,Chapecoense-SC,2,0,H,1.63,3.97,5.77,1.65,3.97,6,1.59,3.81,5.58
Brazil,Serie A,2019,10/10/2019,01:00,Bahia,Sao Paulo,0,0,D,2.56,2.93,3.29,2.56,3,3.3,2.47,2.88,3.17
Brazil,Serie A,2019,10/10/2019,01:00,Gremio,Ceara,2,1,H,1.68,3.54,6.17,1.71,3.7,6.25,1.66,3.51,5.55
Brazil,Serie A,2019,10/10/2019,01:30,Cruzeiro,Fluminense,0,0,D,1.84,3.48,4.86,1.85,3.5,5,1.82,3.37,4.58
Brazil,Serie A,2019,10/10/2019,01:30,Santos,Palmeiras,2,0,H,2.84,3.02,2.85,3,3.1,2.89,2.8,2.95,2.71
Brazil,Serie A,2019,10/10/2019,23:15,Avai,Vasco,0,0,D,3.22,2.88,2.65,3.25,2.91,2.75,3.07,2.81,2.59
Brazil,Serie A,2019,10/10/2019,23:15,Corinthians,Athletico-PR,2,2,D,1.95,3.29,4.61,1.97,3.35,4.75,1.91,3.18,4.35
Brazil,Serie A,2019,11/10/2019,00:00,Flamengo RJ,Atletico-MG,3,1,H,1.5,4.1,7.64,1.53,4.3,7.69,1.48,4.12,6.7
Brazil,Serie A,2019,12/10/2019,21:00,Goias,CSA,1,0,H,1.65,3.84,5.86,1.71,3.85,6.2,1.63,3.69,5.58
Brazil,Serie A,2019,12/10/2019,23:00,Fluminense,Bahia,2,0,H,2.12,3.19,3.98,2.45,3.25,4,2.11,3.1,3.78
Brazil,Serie A,2019,13/10/2019,01:00,Palmeiras,Botafogo RJ,1,0,H,1.24,6,13.97,1.28,6,15,1.24,5.61,12.51
Brazil,Serie A,2019,13/10/2019,20:00,Athletico-PR,Flamengo RJ,0,2,A,3.01,3.28,2.51,3.1,3.46,2.67,2.88,3.27,2.43
Brazil,Serie A,2019,13/10/2019,20:00,Ceara,Avai,1,0,H,1.54,3.96,7.31,1.7,3.96,7.6,1.55,3.69,6.83
Brazil,Serie A,2019,13/10/2019,20:00,Internacional,Santos,0,0,D,2.19,3.23,3.71,2.3,3.26,3.85,2.16,3.15,3.54
Brazil,Serie A,2019,13/10/2019,20:00,Vasco,Fortaleza,1,0,H,1.55,4.16,6.57,1.92,4.33,6.57,1.55,4,6.04
Brazil,Serie A,2019,13/10/2019,22:00,Sao Paulo,Corinthians,1,0,H,2.25,2.89,4.1,2.32,2.98,4.15,2.21,2.82,3.93
Brazil,Serie A,2019,13/10/2019,23:00,Atletico-MG,Gremio,1,4,A,2.45,3.4,3.01,2.51,3.4,3.05,2.42,3.26,2.9
Brazil,Serie A,2019,13/10/2019,23:00,Chapecoense-SC,Cruzeiro,1,1,D,4.21,3.19,2.07,4.75,3.3,2.48,4.14,3.1,2.01
Brazil,Serie A,2019,16/10/2019,23:15,CSA,Atletico-MG,2,2,D,3.85,3.35,2.1,3.86,3.45,2.21,3.58,3.22,2.1
Brazil,Serie A,2019,16/10/2019,23:15,Gremio,Bahia,0,1,A,1.51,4.23,7.11,1.56,4.3,7.8,1.49,4.04,6.71
Brazil,Serie A,2019,17/10/2019,00:00,Fortaleza,Flamengo RJ,1,2,A,6.19,3.98,1.6,6.4,4.05,1.65,5.79,3.83,1.58
Brazil,Serie A,2019,17/10/2019,01:00,Cruzeiro,Sao Paulo,1,0,H,2.66,2.98,3.09,2.73,3.1,3.3,2.56,2.89,3.02
Brazil,Serie A,2019,17/10/2019,01:00,Palmeiras,Chapecoense-SC,1,0,H,1.16,7.49,21.35,1.2,7.49,22,1.16,6.89,17.2
Brazil,Serie A,2019,17/10/2019,01:30,Goias,Corinthians,2,2,D,2.93,2.97,2.81,3,2.97,2.9,2.8,2.9,2.74
Brazil,Serie A,2019,17/10/2019,01:30,Vasco,Botafogo RJ,2,1,H,1.74,3.61,5.43,1.78,3.8,5.43,1.7,3.57,5.04
Brazil,Serie A,2019,17/10/2019,23:15,Avai,Internacional,0,2,A,4.02,3.02,2.2,4.15,3.08,2.25,3.88,2.95,2.12
Brazil,Serie A,2019,17/10/2019,23:15,Santos,Ceara,2,1,H,1.51,4.07,7.54,1.54,4.4,8.3,1.48,4.04,6.95
Brazil,Serie A,2019,18/10/2019,01:00,Fluminense,Athletico-PR,1,2,A,2.54,3.24,3.01,2.55,3.28,3.01,2.45,3.17,2.91
Brazil,Serie A,2019,19/10/2019,21:00,Fortaleza,Gremio,2,1,H,2.79,3,2.91,2.85,3.15,3.07,2.71,2.98,2.76
Brazil,Serie A,2019,19/10/2019,23:00,Corinthians,Cruzeiro,1,2,A,2.37,3.03,3.54,2.37,3.1,3.7,2.23,2.97,3.54
Brazil,Serie A,2019,20/10/2019,20:00,Atletico-MG,Santos,2,0,H,2.37,3.42,3.12,2.5,3.42,3.15,2.39,3.28,2.93
Brazil,Serie A,2019,20/10/2019,20:00,Internacional,Vasco,0,1,A,1.81,3.45,5.2,1.83,3.54,5.35,1.77,3.37,4.91
Brazil,Serie A,2019,20/10/2019,20:00,Sao Paulo,Avai,1,0,H,1.38,4.66,9.79,1.41,4.66,10.5,1.38,4.39,8.94
Brazil,Serie A,2019,20/10/2019,22:00,Flamengo RJ,Fluminense,2,0,H,1.47,4.36,7.72,1.5,4.54,8,1.45,4.23,7.16
Brazil,Serie A,2019,20/10/2019,23:00,Athletico-PR,Palmeiras,1,1,D,2.83,3.23,2.69,2.88,3.25,2.8,2.73,3.13,2.63
Brazil,Serie A,2019,20/10/2019,23:00,Chapecoense-SC,Goias,2,2,D,1.99,3.32,4.35,2.1,3.32,4.75,1.99,3.15,4.07
Brazil,Serie A,2019,21/10/2019,23:30,Bahia,Ceara,1,2,A,1.69,3.62,5.85,1.73,3.7,6,1.67,3.51,5.55
Brazil,Serie A,2019,22/10/2019,00:00,Botafogo RJ,CSA,2,1,H,1.71,3.55,5.8,1.74,3.6,5.9,1.69,3.43,5.42
Brazil,Serie A,2019,26/10/2019,21:00,Ceara,Vasco,1,1,D,2.02,3.42,4.08,2.12,3.42,4.25,2.03,3.2,3.86
Brazil,Serie A,2019,26/10/2019,21:00,Corinthians,Santos,0,0,D,2.79,3.03,2.88,2.79,3.15,2.94,2.64,2.99,2.84
Brazil,Serie A,2019,26/10/2019,23:00,Bahia,Internacional,2,3,A,2.61,2.95,3.21,2.61,3.1,3.25,2.5,2.95,3.07
Brazil,Serie A,2019,26/10/2019,23:30,Fluminense,Chapecoense-SC,1,1,D,1.42,4.59,8.51,1.46,4.62,8.56,1.42,4.34,7.66
Brazil,Serie A,2019,27/10/2019,01:00,Cruzeiro,Fortaleza,1,1,D,1.64,3.66,6.4,2.67,3.9,0,1.62,3.47,6.08
Brazil,Serie A,2019,27/10/2019,19:00,Athletico-PR,Goias,4,1,H,1.3,5.7,10.41,1.33,5.78,11,1.29,5.33,9.85
Brazil,Serie A,2019,27/10/2019,19:00,Gremio,Botafogo RJ,3,0,H,1.3,5.61,10.59,1.36,5.61,12.5,1.3,5.07,10.01
Brazil,Serie A,2019,27/10/2019,19:00,Sao Paulo,Atletico-MG,2,0,H,1.87,3.45,4.74,1.91,3.45,4.9,1.83,3.34,4.53
Brazil,Serie A,2019,27/10/2019,21:00,Avai,Palmeiras,1,2,A,6.82,3.65,1.62,7,3.7,1.66,6.3,3.52,1.61
Brazil,Serie A,2019,27/10/2019,22:00,Flamengo RJ,CSA,1,0,H,1.08,12.25,29.58,1.09,12.5,36,1.07,10.82,26.58
Brazil,Serie A,2019,30/10/2019, 22:30,Atletico-MG,Chapecoense-SC,0,2,A,1.3,5.97,9.38,1.33,5.97,11.98,1.29,5.32,9.91
Brazil,Serie A,2019,30/10/2019, 22:30,Avai,Fortaleza,1,3,A,2.64,3.03,3.06,2.64,3.1,3.3,2.54,2.98,2.97
Brazil,Serie A,2019,30/10/2019, 22:30,Palmeiras,Sao Paulo,3,0,H,1.8,3.32,5.57,1.85,3.5,5.57,1.8,3.23,5.05
Brazil,Serie A,2019,31/10/2019, 00:30,Ceara,Fluminense,2,0,H,1.98,3.36,4.32,2.05,3.39,4.32,1.97,3.24,4.01
Brazil,Serie A,2019,31/10/2019, 00:30,CSA,Corinthians,2,1,H,4.15,2.98,2.18,4.15,3.03,2.23,3.87,2.92,2.15
Brazil,Serie A,2019,31/10/2019, 00:30,Vasco,Gremio,1,3,A,2.75,2.97,2.99,2.78,3.15,2.99,2.63,2.98,2.86
Brazil,Serie A,2019,31/10/2019, 22:15,Santos,Bahia,1,0,H,1.57,4.05,6.42,1.6,4.05,6.5,1.56,3.85,5.98
Brazil,Serie A,2019,31/10/2019, 23:00,Goias,Flamengo RJ,2,2,D,7.24,4.8,1.44,8.3,4.8,1.45,7.15,4.49,1.42
Brazil,Serie A,2019,01/11/2019, 00:30,Botafogo RJ,Cruzeiro,0,2,A,3.45,3.01,2.42,3.45,3.08,2.46,3.24,2.95,2.39
Brazil,Serie A,2019,01/11/2019, 00:30,Internacional,Athletico-PR,1,1,D,1.84,3.67,4.54,1.85,3.67,4.75,1.81,3.49,4.42
Brazil,Serie A,2019,02/11/2019,20:00,Fortaleza,Atletico-MG,2,2,D,2.71,3.13,2.89,2.76,3.2,2.95,2.58,3.09,2.83
Brazil,Serie A,2019,02/11/2019,22:00,Fluminense,Vasco,0,0,D,2.34,3.15,3.45,2.34,3.24,3.45,2.27,3.11,3.27
Brazil,Serie A,2019,02/11/2019,22:00,Palmeiras,Ceara,1,0,H,1.25,5.7,14.64,1.31,6,15,1.25,5.41,12.42
Brazil,Serie A,2019,03/11/2019,00:00,Chapecoense-SC,Sao Paulo,0,3,A,4.76,3.33,1.91,4.76,3.37,1.94,4.54,3.22,1.87
Brazil,Serie A,2019,03/11/2019,19:00,Flamengo RJ,Corinthians,4,1,H,1.47,4.23,8.14,1.5,4.28,8.23,1.46,4.05,7.43
Brazil,Serie A,2019,03/11/2019,21:00,Athletico-PR,CSA,1,0,H,1.25,6.03,12.75,1.29,6.03,12.75,1.25,5.68,11.19
Brazil,Serie A,2019,03/11/2019,21:00,Gremio,Internacional,2,0,H,2.05,3.14,4.4,2.07,3.24,4.4,2,3.1,4.11
Brazil,Serie A,2019,03/11/2019,22:00,Cruzeiro,Bahia,1,1,D,1.8,3.44,5.27,1.85,3.44,5.4,1.78,3.3,4.97
Brazil,Serie A,2019,03/11/2019,22:00,Santos,Botafogo RJ,4,1,H,1.31,5.44,10.69,1.34,5.44,11,1.31,5.06,9.72
Brazil,Serie A,2019,03/11/2019,22:30,Goias,Avai,2,0,H,1.61,3.88,6.17,1.65,3.88,6.8,1.6,3.71,5.86
Brazil,Serie A,2019,06/11/2019,22:30,Corinthians,Fortaleza,3,2,H,1.71,3.52,5.91,1.72,3.65,5.91,1.68,3.49,5.41
Brazil,Serie A,2019,06/11/2019,23:00,Atletico-MG,Goias,2,0,H,1.44,4.51,7.87,1.5,4.7,8,1.44,4.36,7.04
Brazil,Serie A,2019,07/11/2019,00:00,Avai,Santos,1,2,A,6.7,3.93,1.57,7,3.95,1.66,6.27,3.77,1.56
Brazil,Serie A,2019,07/11/2019,00:30,Athletico-PR,Cruzeiro,0,0,D,1.74,3.68,5.25,1.8,3.8,5.25,1.73,3.56,4.84
Brazil,Serie A,2019,07/11/2019,00:30,Bahia,Chapecoense-SC,1,1,D,1.52,4.13,7.24,1.52,4.27,8.35,1.47,4.07,7.31
Brazil,Serie A,2019,07/11/2019,00:30,Vasco,Palmeiras,1,2,A,3.06,3,2.67,3.56,3.18,2.67,2.99,2.95,2.55
Brazil,Serie A,2019,07/11/2019,22:30,Ceara,Internacional,2,0,H,2.35,3.2,3.36,2.58,3.2,3.45,2.4,3.05,3.11
Brazil,Serie A,2019,07/11/2019,22:30,Sao Paulo,Fluminense,0,2,A,1.72,3.61,5.57,1.8,3.72,6.65,1.7,3.49,5.28
Brazil,Serie A,2019,07/11/2019,23:00,Botafogo RJ,Flamengo RJ,0,1,A,7.6,4.78,1.43,8.2,4.78,1.46,7.08,4.53,1.42
Brazil,Serie A,2019,08/11/2019,00:00,Gremio,CSA,2,1,H,1.15,8.06,20.64,1.19,8.06,22,1.15,7.37,17.73
Brazil,Serie A,2019,09/11/2019,20:00,Goias,Santos,0,3,A,4.06,3.42,2.02,4.06,3.6,2.04,3.76,3.43,1.97
Brazil,Serie A,2019,09/11/2019,22:00,Palmeiras,Corinthians,1,1,D,1.58,3.69,7.35,1.65,3.75,7.6,1.57,3.58,6.75
Brazil,Serie A,2019,10/11/2019,19:00,Cruzeiro,Atletico-MG,0,0,D,2.36,3.03,3.54,2.36,3.32,3.6,2.24,3.12,3.36
Brazil,Serie A,2019,10/11/2019,19:00,Internacional,Fluminense,2,1,H,1.78,3.58,5.14,1.78,3.75,5.69,1.71,3.53,5.13
Brazil,Serie A,2019,10/11/2019,19:00,Sao Paulo,Athletico-PR,0,1,A,1.71,3.64,5.59,1.76,3.64,6,1.71,3.47,5.25
Brazil,Serie A,2019,10/11/2019,21:00,Flamengo RJ,Bahia,3,1,H,1.29,5.45,12,1.32,5.5,13.41,1.27,5.27,11.21
Brazil,Serie A,2019,10/11/2019,22:00,Chapecoense-SC,Gremio,0,1,A,6.36,3.99,1.58,6.36,3.99,1.66,5.91,3.69,1.6
Brazil,Serie A,2019,10/11/2019,22:00,CSA,Vasco,0,3,A,3.05,3.03,2.65,3.1,3.2,2.65,2.97,2.97,2.55
Brazil,Serie A,2019,10/11/2019,22:00,Fortaleza,Ceara,1,0,H,3.07,3.08,2.6,3.15,3.2,3.01,2.88,2.98,2.62
Brazil,Serie A,2019,11/11/2019,23:00,Botafogo RJ,Avai,2,0,H,1.72,3.73,5.28,1.76,3.75,6.4,1.65,3.59,5.5
Brazil,Serie A,2019,14/11/2019,00:30,Flamengo RJ,Vasco,4,4,D,1.38,4.85,8.53,1.4,4.95,9.51,1.37,4.62,8.17
Brazil,Serie A,2019,16/11/2019,20:00,Santos,Sao Paulo,1,1,D,2.02,3.19,4.34,2.05,3.33,4.52,1.95,3.18,4.2
Brazil,Serie A,2019,16/11/2019,22:00,Fluminense,Atletico-MG,1,1,D,2.25,3.39,3.33,2.25,3.44,3.52,2.19,3.29,3.27
Brazil,Serie A,2019,17/11/2019,19:00,Bahia,Palmeiras,1,1,D,4.72,3.32,1.9,5,3.35,2.09,4.42,3.19,1.9
Brazil,Serie A,2019,17/11/2019,19:00,Gremio,Flamengo RJ,0,1,A,1.97,3.6,3.97,2.03,3.6,4.33,1.96,3.39,3.84
Brazil,Serie A,2019,17/11/2019,21:00,Athletico-PR,Botafogo RJ,1,0,H,1.38,4.69,9.05,1.43,4.75,9.5,1.39,4.5,8.06
Brazil,Serie A,2019,17/11/2019,21:00,Chapecoense-SC,Ceara,1,0,H,3.18,3.2,2.42,3.5,3.2,2.42,3.15,3.08,2.36
Brazil,Serie A,2019,17/11/2019,21:00,Corinthians,Internacional,0,0,D,2.51,3.03,3.22,2.55,3.1,3.35,2.43,2.94,3.18
Brazil,Serie A,2019,17/11/2019,22:00,Fortaleza,CSA,3,0,H,1.64,3.62,6.35,1.69,3.9,6.5,1.61,3.66,5.91
Brazil,Serie A,2019,18/11/2019,22:30,Vasco,Goias,1,1,D,1.52,4.06,7.14,1.56,4.25,8,1.51,3.98,6.62
Brazil,Serie A,2019,18/11/2019,23:00,Cruzeiro,Avai,0,0,D,1.29,5.08,12.94,1.3,5.5,15,1.28,5.05,11.39
Brazil,Serie A,2019,24/11/2019,00:00,Santos,Cruzeiro,4,1,H,1.87,3.57,4.44,1.98,3.6,4.87,1.84,3.44,4.35
Brazil,Serie A,2019,24/11/2019,19:00,Atletico-MG,Athletico-PR,0,1,A,2,3.66,3.77,2.01,3.68,4.2,1.93,3.5,3.82
Brazil,Serie A,2019,24/11/2019,19:00,Goias,Bahia,4,3,H,2.5,3.24,3.03,2.54,3.3,3.05,2.42,3.17,2.95
Brazil,Serie A,2019,24/11/2019,19:00,Palmeiras,Gremio,1,2,A,2.19,3.14,3.77,2.24,3.36,4.13,2.13,3.15,3.57
Brazil,Serie A,2019,24/11/2019,21:00,Botafogo RJ,Corinthians,1,0,H,3.13,2.92,2.64,3.25,3.01,2.68,3.02,2.9,2.55
Brazil,Serie A,2019,24/11/2019,22:00,Avai,Chapecoense-SC,0,1,A,2.42,3.17,3.21,2.49,3.2,3.35,2.41,3.06,3.07
Brazil,Serie A,2019,24/11/2019,22:00,Ceara,Sao Paulo,1,1,D,2.62,3.06,3.02,2.65,3.14,3.1,2.57,2.98,2.93
Brazil,Serie A,2019,24/11/2019,22:00,Internacional,Fortaleza,2,2,D,1.39,4.71,8.46,1.44,4.71,10,1.4,4.36,8.15
Brazil,Serie A,2019,25/11/2019,23:00,CSA,Fluminense,0,1,A,3.88,3.36,2.06,4,3.4,2.2,3.67,3.27,2.05
Brazil,Serie A,2019,27/11/2019,22:30,Chapecoense-SC,Botafogo RJ,0,1,A,2.57,3.02,3.13,2.61,3.24,3.13,2.49,2.99,3.02
Brazil,Serie A,2019,27/11/2019,22:30,Internacional,Goias,1,2,A,1.39,4.79,8.47,1.42,4.95,9,1.37,4.67,8.19
Brazil,Serie A,2019,28/11/2019,00:00,Bahia,Atletico-MG,1,1,D,2.56,3.27,2.91,2.56,3.35,3.36,2.44,3.18,2.93
Brazil,Serie A,2019,28/11/2019,00:30,Athletico-PR,Gremio,2,0,H,2.61,3.18,2.92,2.61,3.37,3,2.51,3.17,2.84
Brazil,Serie A,2019,28/11/2019,00:30,Corinthians,Avai,3,0,H,1.39,4.29,10.27,1.43,4.5,12.25,1.37,4.27,10.05
Brazil,Serie A,2019,28/11/2019,00:30,Flamengo RJ,Ceara,4,1,H,1.42,4.75,7.55,1.48,4.9,8.1,1.43,4.47,6.94
Brazil,Serie A,2019,28/11/2019,22:30,Fluminense,Palmeiras,1,0,H,2.66,3.11,2.93,3.22,3.3,2.93,2.71,3.08,2.7
Brazil,Serie A,2019,28/11/2019,23:00,Fortaleza,Santos,2,1,H,3.25,3.31,2.32,3.25,3.34,2.35,3.14,3.21,2.29
Brazil,Serie A,2019,28/11/2019,23:30,Sao Paulo,Vasco,1,0,H,1.65,3.63,6.11,1.7,3.7,6.3,1.65,3.56,5.63
Brazil,Serie A,2019,29/11/2019,00:30,Cruzeiro,CSA,0,1,A,1.33,4.87,10.8,1.35,5,11.21,1.33,4.73,10.06
Brazil,Serie A,2019,30/11/2019,22:00,Botafogo RJ,Internacional,0,1,A,3.9,3.16,2.14,3.9,3.3,2.45,3.65,3.1,2.13
Brazil,Serie A,2019,30/11/2019,22:00,Ceara,Athletico-PR,1,1,D,2.06,3.27,4.03,2.15,3.27,4.03,2.07,3.11,3.79
Brazil,Serie A,2019,01/12/2019,19:00,Avai,Fluminense,1,1,D,6.29,4.01,1.57,7,4.05,1.6,6.11,3.86,1.55
Brazil,Serie A,2019,01/12/2019,19:00,Goias,Fortaleza,1,2,A,2.01,3.58,3.82,2.05,3.7,4.33,1.94,3.51,3.75
Brazil,Serie A,2019,01/12/2019,19:00,Palmeiras,Flamengo RJ,1,3,A,2.39,3.49,2.98,2.45,3.49,3.1,2.37,3.32,2.91
Brazil,Serie A,2019,01/12/2019,21:00,Atletico-MG,Corinthians,2,1,H,2.01,3.32,4.14,2.06,3.41,4.2,1.95,3.29,4.02
Brazil,Serie A,2019,01/12/2019,21:00,CSA,Bahia,1,2,A,3.18,3.22,2.41,3.2,3.3,2.42,3.06,3.15,2.36
Brazil,Serie A,2019,01/12/2019,22:00,Gremio,Sao Paulo,3,0,H,1.8,3.37,5.26,1.9,3.55,5.3,1.8,3.34,4.75
Brazil,Serie A,2019,01/12/2019,22:00,Santos,Chapecoense-SC,2,0,H,1.22,6.28,14.46,1.25,6.45,14.48,1.22,5.98,12.31
Brazil,Serie A,2019,02/12/2019,23:00,Vasco,Cruzeiro,1,0,H,2.47,3.11,3.19,2.67,3.11,3.25,2.49,2.98,3.03
Brazil,Serie A,2019,04/12/2019,22:00,Athletico-PR,Santos,1,0,H,2.23,3.44,3.31,2.28,3.44,3.4,2.21,3.32,3.22
Brazil,Serie A,2019,04/12/2019,22:30,Atletico-MG,Botafogo RJ,2,0,H,1.42,4.39,8.73,1.47,4.5,8.73,1.42,4.33,7.83
Brazil,Serie A,2019,04/12/2019,22:30,Ceara,Corinthians,0,1,A,2.07,3.08,4.28,2.2,3.13,4.4,2.07,3.03,3.99
Brazil,Serie A,2019,05/12/2019,00:00,Chapecoense-SC,CSA,3,0,H,2.12,3.23,3.87,2.14,3.3,4.05,2.08,3.16,3.75
Brazil,Serie A,2019,05/12/2019,00:30,Fluminense,Fortaleza,0,0,D,1.85,3.54,4.57,1.89,3.68,4.57,1.83,3.52,4.32
Brazil,Serie A,2019,05/12/2019,00:30,Sao Paulo,Internacional,2,1,H,2.23,2.95,3.96,2.23,3.11,4,2.13,2.95,3.89
Brazil,Serie A,2019,05/12/2019,22:15,Bahia,Vasco,1,1,D,1.87,3.41,4.7,1.95,3.44,4.95,1.85,3.29,4.54
Brazil,Serie A,2019,05/12/2019,22:15,Gremio,Cruzeiro,2,0,H,1.7,3.78,5.19,1.7,3.92,6,1.62,3.76,5.49
Brazil,Serie A,2019,05/12/2019,22:15,Palmeiras,Goias,5,1,H,1.41,4.78,7.48,1.43,5.25,8.88,1.39,4.79,7.46
Brazil,Serie A,2019,05/12/2019,23:00,Flamengo RJ,Avai,6,1,H,1.09,10.48,22.79,1.12,10.75,29,1.1,9.53,21.17
Brazil,Serie A,2019,08/12/2019,19:00,Avai,Athletico-PR,0,0,D,4.12,3.5,1.96,4.5,3.65,2.01,4.01,3.47,1.9
Brazil,Serie A,2019,08/12/2019,19:00,Botafogo RJ,Ceara,1,1,D,3.2,2.54,3,3.3,2.63,3,3.1,2.51,2.9
Brazil,Serie A,2019,08/12/2019,19:00,Corinthians,Fluminense,1,2,A,2.19,3.24,3.62,2.23,3.4,4.2,2.11,3.19,3.6
Brazil,Serie A,2019,08/12/2019,19:00,Cruzeiro,Palmeiras,0,2,A,2.58,3.33,2.84,2.7,3.4,2.95,2.55,3.23,2.76
Brazil,Serie A,2019,08/12/2019,19:00,CSA,Sao Paulo,1,2,A,3.53,3.36,2.18,3.75,3.36,2.36,3.43,3.21,2.17
Brazil,Serie A,2019,08/12/2019,19:00,Fortaleza,Bahia,2,1,H,2.01,3.72,3.66,2.12,3.74,3.9,2.02,3.51,3.54
Brazil,Serie A,2019,08/12/2019,19:00,Goias,Gremio,3,2,H,2.06,3.62,3.59,2.1,3.75,3.87,2.01,3.52,3.53
Brazil,Serie A,2019,08/12/2019,19:00,Internacional,Atletico-MG,2,1,H,1.57,4.3,5.73,1.64,4.3,6,1.57,4.09,5.42
Brazil,Serie A,2019,08/12/2019,19:00,Santos,Flamengo RJ,4,0,H,2.71,3.74,2.47,2.8,3.75,2.56,2.65,3.54,2.47
Brazil,Serie A,2019,08/12/2019,19:00,Vasco,Chapecoense-SC,1,1,D,1.4,4.58,8.62,1.46,4.75,8.62,1.4,4.46,7.8
Brazil,Serie A,2020,08/08/2020,23:00,Fortaleza,Athletico-PR,0,2,A,2.04,3.38,3.85,2.09,3.48,4.2,2.02,3.25,3.77
Brazil,Serie A,2020,08/08/2020,23:30,Coritiba,Internacional,0,1,A,3.85,3.13,2.14,4.15,3.25,2.26,3.77,3.06,2.11
Brazil,Serie A,2020,09/08/2020,01:00,Sport Recife,Ceara,3,2,H,2.94,3.02,2.67,3.13,3.17,2.77,2.91,2.93,2.61
Brazil,Serie A,2020,09/08/2020,20:00,Flamengo RJ,Atletico-MG,0,1,A,1.46,4.84,6.35,1.52,4.85,7.4,1.47,4.46,6.27
Brazil,Serie A,2020,09/08/2020,20:00,Santos,Bragantino,1,1,D,2.17,3.31,3.53,2.23,3.98,3.6,2.15,3.25,3.39
Brazil,Serie A,2020,09/08/2020,23:00,Gremio,Fluminense,1,0,H,1.6,3.78,6.36,1.63,4.05,7.37,1.58,3.67,6.13
Brazil,Serie A,2020,12/08/2020,23:15,Athletico-PR,Goias,2,1,H,1.27,5.78,11.24,1.33,6.1,12.25,1.28,5.38,10.03
